Price,Brand,Model,Capacity,Type,RPM,Interface,Form Factor,Link
24.99,Gigabyte,GP-GSTFS31240GNTD,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07G5RD1XK?tag=pcbuilder00-20
44.99,Gigabyte,AG450E500G-G,500,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B0BTQ3ZSZV?tag=pcbuilder00-20
99.99,Gigabyte,GP-AG4500G,500,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B08FD13PRD?tag=pcbuilder00-20
134,Gigabyte,G325E500G,500,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0BF4Y8B29?tag=pcbuilder00-20
236.64,Gigabyte,GP-ASM2NE6500GTTD,500,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07VV87QVL?tag=pcbuilder00-20
70.31,Gigabyte,GP-GSM2NE3512GNTD,512,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B07Z9YFX2S?tag=pcbuilder00-20
92.46,Gigabyte,GP-ASM2NE2512GTTDR,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07QBVWCQL?tag=pcbuilder00-20
120,Goodram,SSDPR-CL100-960-G3,960,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B08915R521?tag=pcbuilder00-20
399,HGST,0TS1305,1600,SSD,0,PCIe x8,PCI-E,https://amazon.com/dp/B0761J7C84?tag=pcbuilder00-20
4833,HGST,SSD1600MR,800,SSD,0,SATA 12 Gb/s,"2.5""",https://amazon.com/dp/B00ZQKUDHY?tag=pcbuilder00-20
298.81,Hitachi,0T00191,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00H3O7EI2?tag=pcbuilder00-20
49.99,HP,35M34AA#ABA,1000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B09CG6C93H?tag=pcbuilder00-20
89.2,HP,5MS23AA#ABC,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07MZDXQ6C?tag=pcbuilder00-20
93.53,HP,6MC15AA#ABC,1000,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07QJ2BXN8?tag=pcbuilder00-20
120.91,HP,EX920,1000,SSD,0,PCIe 3.1 x4,M.2-2280,https://amazon.com/dp/B0795Z97K7?tag=pcbuilder00-20
29.5,HP,2YY42AA#ABC,120,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07B2Z3ZXR?tag=pcbuilder00-20
44.75,HP,2DP97AAABC,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07236YZFX?tag=pcbuilder00-20
89.99,HP,35M35AA#ABA,2000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B09CG7SM5K?tag=pcbuilder00-20
157.99,HP,EX950,2000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07MZFJ8FH?tag=pcbuilder00-20
24.99,HP,2YY43AA#ABC,250,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07B319VG2?tag=pcbuilder00-20
59,HP,2YY45AA#ABC,256,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B0795YN91V?tag=pcbuilder00-20
32.99,HP,345M9AAABA,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B09KFCB1DP?tag=pcbuilder00-20
39.99,HP,2YY44AA#ABC,500,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07B2ZVJ5F?tag=pcbuilder00-20
86.99,HP,2DP99AA#ABC,500,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B072FL48XR?tag=pcbuilder00-20
42.99,HP,9XL76AA#ABA,512,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B08DDK42VJ?tag=pcbuilder00-20
54.87,HP,EX950,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07MZG2LF7?tag=pcbuilder00-20
87.42,HP,EX920,512,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B0795X5HJL?tag=pcbuilder00-20
45.99,INLAND,1TB QN322 NVME,1000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0B96T9HWQ?tag=pcbuilder00-20
54.99,INLAND,1TB TN320 NVME,1000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0BRQRSM3K?tag=pcbuilder00-20
59.99,INLAND,1TBM,1000,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B07FM9SSP6?tag=pcbuilder00-20
59.99,INLAND,6.18997E+11,1000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B09GFNFVKC?tag=pcbuilder00-20
79.99,INLAND,329474,1000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B09H2VWYTT?tag=pcbuilder00-20
168.99,Inland,1TB NVME QLC V2,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B08FT4J52Z?tag=pcbuilder00-20
169.99,INLAND,TN436,1000,SSD,0,M.2 PCIe 4.0 X4,M.2-2230,https://amazon.com/dp/B0BK6BMRR6?tag=pcbuilder00-20
179.99,INLAND,Premium,1000,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07RCM6DXK?tag=pcbuilder00-20
49.99,INLAND,6.18997E+11,1024,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09NPXMJH3?tag=pcbuilder00-20
15.99,INLAND,Professional,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B076XMH2JT?tag=pcbuilder00-20
87.99,INLAND,2TB QN322 NVME,2000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0B96RKDXT?tag=pcbuilder00-20
99.99,INLAND,2TB TN320 NVME,2000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0BRQQFLR6?tag=pcbuilder00-20
109.99,INLAND,6.18997E+11,2000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B0B5GNXMGM?tag=pcbuilder00-20
149.99,INLAND,329466,2000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B09H2YHXDB?tag=pcbuilder00-20
152.99,INLAND,2TB PER SSD PS5,2000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B09NPYZQQD?tag=pcbuilder00-20
20.99,INLAND,Professional 240GB,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B076XXMJZH?tag=pcbuilder00-20
369.99,INLAND,386813,4000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B09VSQ3V4P?tag=pcbuilder00-20
374.99,INLAND,4TB PER SSD PS5,4000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B0BG26WLP2?tag=pcbuilder00-20
389.99,INLAND,4TB QLC NVME,4000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B08FT8LFNM?tag=pcbuilder00-20
499.99,INLAND,6.18997E+11,4000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B09FPNXDQH?tag=pcbuilder00-20
29.99,INLAND,Professional,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07BD32RLK?tag=pcbuilder00-20
39.99,INLAND,6.18997E+11,512,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09PG3DHLK?tag=pcbuilder00-20
62.99,INLAND,Premium,512,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07PB5C36M?tag=pcbuilder00-20
999.99,INLAND,8TB PER PLUS W/,8000,SSD,0,M.2 PCIe 4.0 X4,M.2-2280,https://amazon.com/dp/B0BDZWLBS4?tag=pcbuilder00-20
77.06,Intel,670p,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B08X4Z4R1Y?tag=pcbuilder00-20
79.99,Intel,660p,1000,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07GCL6BR4?tag=pcbuilder00-20
112.99,Intel,SSDPEKNW010T9X1,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B086SMLPLY?tag=pcbuilder00-20
146.99,Intel,660p,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07GBGHH39?tag=pcbuilder00-20
266.99,Intel,SSDPE2KX010T801,1000,SSD,0,U.2,"2.5""",https://amazon.com/dp/B075GFD2QG?tag=pcbuilder00-20
780,Intel,P4511,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07GFRRVRQ?tag=pcbuilder00-20
825,Intel,600p,1000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B01K4I77GM?tag=pcbuilder00-20
935,Intel,Pro 5400s,1000,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01C7867IG?tag=pcbuilder00-20
688,Intel,S3710,1200,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00Q1Y3PRE?tag=pcbuilder00-20
1500,Intel,SSDPEDME012T401,1200,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFGQQ?tag=pcbuilder00-20
2488.87,Intel,SSDPEDMW012T401,1200,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00VPK0MWK?tag=pcbuilder00-20
4500,Intel,SSDPE21D015TAX1,1500,SSD,0,U.2,"2.5""",https://amazon.com/dp/B07HYXRM55?tag=pcbuilder00-20
859,Intel,SSDSC2BX016T401,1600,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00TH4H1L6?tag=pcbuilder00-20
1199.99,Intel,SSDPEDME016T401,1600,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFI3M?tag=pcbuilder00-20
1850,Intel,SSDPEDMD016T401,1600,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFBPC?tag=pcbuilder00-20
182.37,Intel,SSDSC2KB019TZ01,1920,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DVPDB8L?tag=pcbuilder00-20
275,Intel,SSDSC2KG019T801,1920,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B07GTP978N?tag=pcbuilder00-20
322,Intel,SSDSC2KB019T801,1920,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07GJV5KF6?tag=pcbuilder00-20
328.35,Intel,SSDSC2KG019TZ01,1920,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DGPPZCB?tag=pcbuilder00-20
435,Intel,SSDSC2KB019T701,1920,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B074QSB52M?tag=pcbuilder00-20
574,Intel,S4600,1920,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B075LDDF3Y?tag=pcbuilder00-20
99,Intel,S3700,100,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00A8NWCQY?tag=pcbuilder00-20
75.99,Intel,SSDPEK1A118GA01,118,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B09MSB59SK?tag=pcbuilder00-20
49.99,Intel,SSDMCEAW120A401,120,SSD,0,mSATA,mSATA,https://amazon.com/dp/B00G9JN3NC?tag=pcbuilder00-20
128,Intel,SSDSC2BW120A401,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00F0RD3ZM?tag=pcbuilder00-20
139,Intel,SSDSC2KW120H6X1,120,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B01C7867FE?tag=pcbuilder00-20
145,Intel,5400s,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01C785OYO?tag=pcbuilder00-20
145.66,Intel,SSDSC2CT120A3K5,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B007P71J9W?tag=pcbuilder00-20
149,Intel,SSDSC2BW120H601,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00UL50G6W?tag=pcbuilder00-20
199,Intel,SSDSC2CW120A310,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B006VCP7NQ?tag=pcbuilder00-20
253.5,Intel,SSDSA2CW120G3B5,120,SSD,0,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B004T0DNQ0?tag=pcbuilder00-20
271.77,Intel,S3500,120,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00CT98DBI?tag=pcbuilder00-20
349.95,Intel,SSDSA2MH120G2K5,120,SSD,0,SATA 3.0 Gb/s,"2.5""",https://amazon.com/dp/B00486UR2I?tag=pcbuilder00-20
37,Intel,545s,128,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B078888S43?tag=pcbuilder00-20
85.89,Intel,SSDPEKKF128G7X1,128,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B01LWAHRNW?tag=pcbuilder00-20
69,Intel,320,160,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004TFXBPS?tag=pcbuilder00-20
141,Intel,SSDSC2BB160G401,160,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B00CT98D9U?tag=pcbuilder00-20
149,Intel,SSDSA2CW160G3k5,160,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004UG3YU8?tag=pcbuilder00-20
199,Intel,SSDSA2MH160G1,160,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004IG7W1M?tag=pcbuilder00-20
199.95,Intel,SSDSA2MH160G2K5,160,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B0042YZ7W6?tag=pcbuilder00-20
199.99,Intel,320,160,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004T0DNOM?tag=pcbuilder00-20
245.55,Intel,SSDSA2MH160G2C1,160,SSD,0,SATA 3.0 Gb/s,"2.5""",https://amazon.com/dp/B002IGT7IU?tag=pcbuilder00-20
95,Intel,SSDSC2BW180H601,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00UL50LP8?tag=pcbuilder00-20
101.97,Intel,SSDSCKKW180H6X1,180,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B01C786APG?tag=pcbuilder00-20
120,Intel,330,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B007P71JJM?tag=pcbuilder00-20
126.99,Intel,Pro 5400s,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01C785XZY?tag=pcbuilder00-20
147.59,Intel,530,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00DTPYRX4?tag=pcbuilder00-20
149.25,Intel,SSDSC2CW180A3K5,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B006VCP8L2?tag=pcbuilder00-20
150,Intel,SSDSC2BW180A401,180,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00DTPYRKC?tag=pcbuilder00-20
86.64,Intel,SSDPEKNU020TZX1,2000,SSD,0,M.2 PCIe 3.0 X4,M.2-2280,https://amazon.com/dp/B08X4XL71S?tag=pcbuilder00-20
139.99,Intel,660p,2000,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07GCLLKDC?tag=pcbuilder00-20
206.35,Intel,660p,2000,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07GBGN7NH?tag=pcbuilder00-20
427.5,Intel,SSDPE2MX020T401,2000,SSD,0,U.2,"2.5""",https://amazon.com/dp/B00PDD5JT6?tag=pcbuilder00-20
444.4,Intel,760P SSD,2000,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B078QD7M6J?tag=pcbuilder00-20
445.2,Intel,INT-SSDPE2KX020T801,2000,SSD,0,U.2,"2.5""",https://amazon.com/dp/B076SYT49C?tag=pcbuilder00-20
"1,312",Intel,DC P3700,2000,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFCLA?tag=pcbuilder00-20
215,Intel,S3710,200,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00Q1Y3RUO?tag=pcbuilder00-20
417,Intel,S3700,200,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00A8NWD68?tag=pcbuilder00-20
905.95,Intel,SSDSA2BZ200G301,200,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B005HIJW2M?tag=pcbuilder00-20
79.97,Intel,SSDSCKKB240GZ01,240,SSD,0,M.2 SATA,M.2-2280,https://amazon.com/dp/B09DVP5MC3?tag=pcbuilder00-20
99,Intel,SSDSC2KW240H6X1,240,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B01C786AXS?tag=pcbuilder00-20
139,Intel,SSDSC2CW240A310,240,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B006VCP90C?tag=pcbuilder00-20
141,Intel,SSDSC2KB240G801,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07GJL8H7M?tag=pcbuilder00-20
170.95,Intel,SSDMCEAW240A401,240,SSD,0,mSATA,mSATA,https://amazon.com/dp/B00G0PHTAI?tag=pcbuilder00-20
192,Intel,SSDSC2BW240A401,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00DTPYSEM?tag=pcbuilder00-20
198.41,Intel,SSDSC2BW240A4K5,240,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B00DTPYT78?tag=pcbuilder00-20
206.61,Intel,SSDSC2BW240H601,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00UL50R7U?tag=pcbuilder00-20
219,Intel,SSDSC2CT240A4K5,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B009SIJ7G8?tag=pcbuilder00-20
299,Intel,SSDSC2BP240G4R5,240,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B00IF4NGEU?tag=pcbuilder00-20
315,Intel,SSDSC2BB240G601,240,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00WYOVM16?tag=pcbuilder00-20
107.1,Intel,760P,256,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B078VBL3T9?tag=pcbuilder00-20
119.99,Intel,1358653,256,SSD,0,M.2 SATA,M.2-2280,https://amazon.com/dp/B0761163FP?tag=pcbuilder00-20
155,Intel,545s,256,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B074S8V6Y1?tag=pcbuilder00-20
182,Intel,SSDSCKKI256G801,256,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B0787VB7Z3?tag=pcbuilder00-20
319.95,Intel,SSDSC2KB038T801,3840,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B07H1RYNS8?tag=pcbuilder00-20
339.98,Intel,SSDSC2KB038TZ01,3840,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DVNGHVF?tag=pcbuilder00-20
636.75,Intel,SSDSC2KG038TZ01,3840,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DGT65N7?tag=pcbuilder00-20
759.24,Intel,SSDSA2CW300G310,300,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004UNB282?tag=pcbuilder00-20
299,Intel,SSDSC2BW360H601,360,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B00UL50WC0?tag=pcbuilder00-20
480,Intel,SSDSC2KF360H6X1,360,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01C785S0E?tag=pcbuilder00-20
59.99,Intel,X25-V,40,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B0042YY2FE?tag=pcbuilder00-20
73.97,Intel,SSDSA2BT040G301,40,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B005B0Z4R8?tag=pcbuilder00-20
99,Intel,SSDSA2CT040G3K5,40,SSD,0,SATA 3.0 Gb/s,"2.5""",https://amazon.com/dp/B004UAK2A4?tag=pcbuilder00-20
212.8,Intel,SSDSC2BA400G301,400,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00A8NWDEA?tag=pcbuilder00-20
356,Intel,S3710,400,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00Q1Y3TSY?tag=pcbuilder00-20
399,Intel,SSDPE2MW400G4X1,400,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B011I61L70?tag=pcbuilder00-20
459.74,Intel,SSDPE2ME400G401,400,SSD,0,PCIe x4,"2.5""",https://amazon.com/dp/B00L0LFA6C?tag=pcbuilder00-20
486,Intel,SSDPE2MD400G401,400,SSD,0,PCIe x4,"2.5""",https://amazon.com/dp/B00L0LF5SA?tag=pcbuilder00-20
489.74,Intel,SSDPEDME400G401,400,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFJLS?tag=pcbuilder00-20
92.3,Intel,SSDSC2KB480GZ01,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DGRVSWS?tag=pcbuilder00-20
96.89,Intel,SSDSC2KB480G801,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B07GJRJ86P?tag=pcbuilder00-20
128.1,Intel,SSDSC2KG480GZ01,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DGSFFZH?tag=pcbuilder00-20
128.45,Intel,SSDSC2KG480G801,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B07GJP6DFQ?tag=pcbuilder00-20
235.6,Intel,SSDSC2KF480H6X1,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01C7866KK?tag=pcbuilder00-20
245,Intel,SSDSC2BB480G701,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B01KEEM144?tag=pcbuilder00-20
287.97,Intel,S3510,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00WYOVQ3U?tag=pcbuilder00-20
289.99,Intel,SSDSC2BB480G401,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00DPOHGQE?tag=pcbuilder00-20
299,Intel,SSDSC2BP480G4R5,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00IF4NGXQ?tag=pcbuilder00-20
299.95,Intel,SSDSC2KW480H6X1,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B01C786AW4?tag=pcbuilder00-20
301.13,Intel,SSDSC2BW480A4K5,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00GV7V6EA?tag=pcbuilder00-20
440,Intel,DC S4500,480,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B07651VVCV?tag=pcbuilder00-20
690,Intel,SSDSC2CW480A310,480,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B006VCP9PM?tag=pcbuilder00-20
39.99,Intel,660P,512,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07GBKQ9ST?tag=pcbuilder00-20
59,Intel,660P,512,SSD,0,PCIe 3.0 x4,M.2-2280,https://amazon.com/dp/B07HJB3WLB?tag=pcbuilder00-20
86.99,Intel,SSDEPKNW512G801,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B07GBJ6G9C?tag=pcbuilder00-20
109,Intel,Pro 6000p,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B01LVWM1HZ?tag=pcbuilder00-20
119,Intel,600p,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B01JSJA65C?tag=pcbuilder00-20
198.9,Intel,SSDSCKKW512G8X1,512,SSD,0,M.2 SATA,M.2-2280,https://amazon.com/dp/B076ZG5GQP?tag=pcbuilder00-20
412,Intel,SSDPEKKW512G801,512,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B078QCR1V2?tag=pcbuilder00-20
85.49,Intel,SSDSC2CW060A310,60,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B006VCP72W?tag=pcbuilder00-20
272,Intel,SSDSA2CW600G310,600,SSD,0,SATA III Gb/s,"2.5""",https://amazon.com/dp/B004U9YB02?tag=pcbuilder00-20
375,Intel,SSDSA2BW600G301,600,SSD,0,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B005B0Z5MM?tag=pcbuilder00-20
563.99,Intel,SSDSA2CW600G3K5,600,SSD,0,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B004T0DNII?tag=pcbuilder00-20
839,Intel,SSDSC2KB076T801,7680,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B0868RT1TC?tag=pcbuilder00-20
1395,Intel,SSDSC2KG076T801,7680,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B082J3N7B4?tag=pcbuilder00-20
829.99,Intel,INT-SSDPE2KX080T801,8000,SSD,0,U.2,"2.5""",https://amazon.com/dp/B0782Q4CV9?tag=pcbuilder00-20
73.5,Intel,530,80,SSD,0,M.2,M.2-2280,https://amazon.com/dp/B00ECAOZP0?tag=pcbuilder00-20
85.8,Intel,SSDSA1NW080G301,80,SSD,0,SATA 3 Gb/s,"1.8""",https://amazon.com/dp/B0058UVR5Y?tag=pcbuilder00-20
89,Intel,SSDSA2CW080G310,80,SSD,0,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B004TFTE0O?tag=pcbuilder00-20
199,Intel,SSDSA2MH080G2K5,80,SSD,0,SATA 3 Gb/s,"2.5""",https://amazon.com/dp/B0042MM3LG?tag=pcbuilder00-20
255.35,Intel,SSDSC2BB800G401,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00DT89YHA?tag=pcbuilder00-20
337,Intel,S3610,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00TIKZXQO?tag=pcbuilder00-20
349.19,Intel,SSDSC2BB800G601,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00WYOVU5Y?tag=pcbuilder00-20
359,Intel,S3700,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00APLB6G6?tag=pcbuilder00-20
397.99,Intel,SSDSC2BA800G401,800,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B00Q1Y3VUA?tag=pcbuilder00-20
399,Intel,SSDPE2MD800G401,800,SSD,0,PCIe x4,"2.5""",https://amazon.com/dp/B00L0LF6RA?tag=pcbuilder00-20
595,Intel,SSDPE2ME800G401,800,SSD,0,PCIe x4,"2.5""",https://amazon.com/dp/B00L0LFAYE?tag=pcbuilder00-20
648.57,Intel,SSDSC2BA800G4,800,SSD,0,SATA 6 Gb/s,"2.5""",https://amazon.com/dp/B00TOCTIO4?tag=pcbuilder00-20
1205.47,Intel,SSDPEDMD800G401,800,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFFH6?tag=pcbuilder00-20
1850,Intel,SSDPEDME800G401,800,SSD,0,PCIe x4,PCI-E,https://amazon.com/dp/B00L0LFKQW?tag=pcbuilder00-20
121.01,Intel,SSDSC2KB960GZ01,960,SSD,0,SATA 6.0 Gb/s,"2.5""",https://amazon.com/dp/B09DVQDFWC?tag=pcbuilder00-20
