Title,Price,Brand,Model,Power,Efficiency,Link
"ASUS TUF GAMING 750W Bronze PSU, Power Supply(Axial-tech fan design, Dual Ball Fan Bearings, 0dB Technology, 80 PLUS Bronze Certification, 80cm 8-pin CPU Connector, 6-year Warranty)",105,ASUS,TUF GAMING 750B,750 W,80+ Bronze,https://amazon.com/dp/B08SBY73C2?tag=pcbuilder00-20
Xilence Power Netzteil ATX 650W Xilence XP650R9 Performance X Serie (80+ Gold),105.27,Xilence,XN072,650 W,80+ Gold,https://amazon.com/dp/B074V19XGR?tag=pcbuilder00-20
"Corsair CV Series (CV650), 80+ Bronze Certified 650W ATX Power Supply",105.91,Corsair,CV,650 W,80+ Bronze,https://amazon.com/dp/B0838YDBP3?tag=pcbuilder00-20
Enermax Revolution D.F 750W 80+ Gold Certified Power Supply,105.99,Enermax,ERF750AWT,750 W,80+ Gold,https://amazon.com/dp/B07P6SJJN6?tag=pcbuilder00-20
"Gigabyte GP-P750GM (80 Plus Gold 750W, Modular, Smart Fan, Smart Power Protection, Power Supply)",106,Gigabyte,P750GM,750 W,80+ Gold,https://amazon.com/dp/B08DKJJFW6?tag=pcbuilder00-20
"ASUS ROG Strix 750, 80 Plus Gold Certified 750W Fully Modular ATX Power Supply with 0dB Axial Tech Fan",106.53,ASUS,ROG Strix,750 W,80+ Gold,https://amazon.com/dp/B07YXKMGX7?tag=pcbuilder00-20
DeepCool PX850G ATX3.0 80 Plus Gold Fully Modular 850W Power Supply,106.61,DeepCool,R-PX850G-FC0B-US,850 W,80+ Gold,https://amazon.com/dp/B0C84GQCX6?tag=pcbuilder00-20
"Enermax Platimax D.F. 80+ Platinum Certified Full Modular 600W Power Supply with Amazing DFR Technolohy, Individually Sleeved Cable and 13.9cm Twister Bearing Fan, EPF600AWT,black",107.1,Enermax,EPF600AWT,600 W,80+ Platinum,https://amazon.com/dp/B01NCLCU62?tag=pcbuilder00-20
"be quiet! System Power 9 400W cm, Modular, 80 Plus Bronze, Power Supply",107.97,be quiet!,BN300,400 W,80+ Bronze,https://amazon.com/dp/B07V2D48JF?tag=pcbuilder00-20
"be quiet! BN671 Pure Power 11 FM 650W, 80 Plus Gold Efficiency, Power Supply, ATX",107.99,be quiet!,Pure Power 11 FM,650 W,80+ Gold,https://amazon.com/dp/B0948R8Y9F?tag=pcbuilder00-20
Antec EarthWatts EA-500D Green 500 Watt 80 PLUS BRONZE Power Supply,108.11,Antec,EA-550 GREEN,500 W,80+ Bronze,https://amazon.com/dp/B002VLYKDO?tag=pcbuilder00-20
"Phanteks AMP Series 650W 80PLUS Gold, ATX Power Supply, Fully Modular, Hybrid Mode, Silent Fan, Revolt PRO Link Certified",108.99,Phanteks,AMP 650,650 W,80+ Gold,https://amazon.com/dp/B07W8ZS9HF?tag=pcbuilder00-20
"SilverStone Technology SX500-G 500W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan & Japanese Capacitors, SST-SX500-G",109.44,SilverStone Technology,SST-SX500-G,500 W,80+ Gold,https://amazon.com/dp/B075M5FRQS?tag=pcbuilder00-20
TFX POWER 3,109.7,be quiet!,BN323,300 W,80+ Gold,https://amazon.com/dp/B0937HPKFT?tag=pcbuilder00-20
"be quiet! Straight Power 11, 80 Plus Gold Certified 550W Fully Modular Power Supply",109.9,be quiet!,Straight Power 11,550 W,80+ Gold,https://amazon.com/dp/B07CX3225B?tag=pcbuilder00-20
"be quiet! Pure Power 11, 80+ Gold Certified 700W Modular Power Supply",109.9,be quiet!,Pure Power 11,700 W,80+ Gold,https://amazon.com/dp/B07PK1XDX7?tag=pcbuilder00-20
"EVGA Super Nova 650 G5, 80 Plus Gold 650W, Fully Modular, ECO Mode with Fdb Fan Compact 150mm Size, Power Supply",109.99,EVGA,650 G5,650 W,80+ Gold,https://amazon.com/dp/B07WDLTKNM?tag=pcbuilder00-20
"Corsair RMX Series (2021), RM750x, 750 Watt, Gold, Fully Modular Power Supply",109.99,Corsair,RM750x,750 W,80+ Gold,https://amazon.com/dp/B08R5W27JS?tag=pcbuilder00-20
"Corsair CX750F RGB, 750 Watt, 80 PLUS Bronze, Fully Modular RGB Power Supply",109.99,Corsair,CX750F,750 W,80+ Bronze,https://amazon.com/dp/B08FVJ7MGK?tag=pcbuilder00-20
NZXT C750 PSU (2022) - PA-7G1BB-US - 750 Watt PSU - 80+ Gold Certified - Fully Modular - Sleeved Cables - ATX Gaming Power Supply,109.99,NZXT,C750,750 W,80+ Gold,https://amazon.com/dp/B09YZ25M7L?tag=pcbuilder00-20
"Super Flower Leadex III Gold 750W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",109.99,Super Flower,Leadex III,750 W,80+ Gold,https://amazon.com/dp/B07THV8Z1F?tag=pcbuilder00-20
Enermax Revolution D.F. 2 850W Full Modular Power Supply (80 Plus Gold Certified,109.99,Enermax,ERS850EWT,850 W,80+ Gold,https://amazon.com/dp/B0BVTBT25B?tag=pcbuilder00-20
XPG CORE Reactor 750 Watt 80 Plus Gold Certified Fully Modular Power Supply,109.99,XPG,CORE Reactor 750,750 W,80+ Gold,https://amazon.com/dp/B07ZRWYMNW?tag=pcbuilder00-20
SilverStone Technology FX350 Flex ATX 1U 350 Watt 80 Plus Gold Power Supply with Fixed Cables,109.99,SilverStone Technology,FX350,350 W,80+ Gold,https://amazon.com/dp/B07CK72QK8?tag=pcbuilder00-20
Silverstone Tek Strider Series ATX12V/EPS12V 550W 80+ Gold PFC Power Supply with Full Modular Cables,109.99,SilverStone Technology,ST55F-G,550 W,80+ Gold,https://amazon.com/dp/B009FU2A40?tag=pcbuilder00-20
"Corsair CX750M V2, 80+ Bronze Certified 750W Semi-Modular Active PFC Power Supply",109.99,Corsair,CX750M V2,750 W,80+ Bronze,https://amazon.com/dp/B078M6D5CJ?tag=pcbuilder00-20
be quiet! System Power 10 750W ATX24 BN329,109.99,be quiet!,BN329,750 W,80+ Bronze,https://amazon.com/dp/B0BJVPWRXY?tag=pcbuilder00-20
"Phanteks (PH-P650GSF) Revolt SFX 650W 80PLUS Gold, SFX Power Supply, Fully Modular",109.99,PHANTEKS THERMAL SOLUTIONS,PH-P650GSF_US01,650 W,80+ Gold,https://amazon.com/dp/B09ZGNZTTX?tag=pcbuilder00-20
"Seasonic FOCUS 550 Gold, 80+ Gold Certified 550W Semi-Modular Power Supply",112,Seasonic,FOCUS Gold,550 W,80+ Gold,https://amazon.com/dp/B077916ZZV?tag=pcbuilder00-20
"Corsair RM550X Series, 80+ Gold Certified 550W Fully Modular Power Supply",112.16,Corsair,RMx (2018),550 W,80+ Gold,https://amazon.com/dp/B079HGL413?tag=pcbuilder00-20
SilverStone Technology 750 Watt Semi-Modular 80 Plus Gold Computer Power Supply PSU,112.94,SilverStone Technology,SST-ET750-HG,750 W,80+ Gold,https://amazon.com/dp/B078WC5471?tag=pcbuilder00-20
ThermalTake TR2 S 500W Power Supply 80PLUS 120MM Fan,113,Thermaltake,PS-TRS-0500NPCWEU-2,500 W,80+,https://amazon.com/dp/B016WFYCD2?tag=pcbuilder00-20
Coolmax 240-Pin 1000W Power Supply with Active PFC,113.33,Coolmax,ZU-1000B,1000 W,80+ Bronze,https://amazon.com/dp/B0075W8DQE?tag=pcbuilder00-20
"Corsair TXM Series (TX550M), 80+ Gold Certified 550W Semi Modular Power Supply",113.65,Corsair,TXM,550 W,80+ Gold,https://amazon.com/dp/B01MSEYY23?tag=pcbuilder00-20
"be quiet! Pure Power 11 600W, 80 Plus Gold, Power Supply",114.73,be quiet!,BN294,600 W,80+ Gold,https://amazon.com/dp/B07JJL3QRG?tag=pcbuilder00-20
"be quiet! BN672 Pure Power 11 FM 750W, 80 PLUS Gold efficiency, power supply, ATX",114.9,be quiet!,BN672,750 W,80+ Gold,https://amazon.com/dp/B0948RJG1C?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB, 80+ Gold 750W Smart Zero 256-Color RGB Fan Fully Modular Power Supply",114.99,Thermaltake,Toughpower Grand RGB,750 W,80+ Gold,https://amazon.com/dp/B01N4C39AR?tag=pcbuilder00-20
"Rosewill Gaming Power Supply/PSU, 1000 Watt 80 Plus Bronze Certified PSU with Silent and Blue LED 135mm Fan and Auto Fan Speed Control, Semi-Modular Design",114.99,Rosewill,RBR1000,1000 W,80+ Bronze,https://amazon.com/dp/B003J89V0A?tag=pcbuilder00-20
XPG Core Reactor II Modular PSU: ATX3.0-80 Plus Gold - ATX - Fully Modular Power Supply,114.99,XPG,COREREACTORII850G-BKCUS,850 W,80+ Gold,https://amazon.com/dp/B0CBQVP6SS?tag=pcbuilder00-20
"CORSAIR RM Series, White, RM850, 850 Watt, 80 Plus Gold Certified, Fully Modular Power Supply",114.99,Corsair,RM850,850 W,80+ Gold,https://amazon.com/dp/B093RCJRNS?tag=pcbuilder00-20
"CORSAIR SF450 Series,80+ Gold Certified 450W Fully Modular SFX Power Supply",114.99,Corsair,SF450,450 W,80+ Gold,https://amazon.com/dp/B01CGGOXWQ?tag=pcbuilder00-20
"Enermax Revolution DF ERF850EWT 80+ Gold 850W, Full-Modular Power Supply, Smart Dust Free Rotation, Black Flat Cable",114.99,Enermax,ERF850AWT,850 W,80+ Gold,https://amazon.com/dp/B07P7XLVJG?tag=pcbuilder00-20
"EVGA SuperNOVA 650 P5, 80 Plus Platinum 650W, Fully Modular, Eco Mode with FDB Fan, 10 Year Warranty, Includes Power ON Self Tester, Compact 150mm Size, Power Supply 220-P5-0650-X1",115,EVGA,220-P5-0650-X1,650 W,80+ Platinum,https://amazon.com/dp/B08TRR3LG2?tag=pcbuilder00-20
"Cooler Master G600 Gold Power Supply, 600W 80+ Gold Efficiency, Intel ATX Version 2.52, Fixed Flat Black Cables Quiet HDB Fan, 5 Year Warranty",115.22,Cooler Master,MPW-6001-ACAAG-US,600 W,80+ Gold,https://amazon.com/dp/B09JPY84Y7?tag=pcbuilder00-20
"Thermaltake Toughpower GF1, 80+ Gold 750W SLI/Crossfire Ready Full Modular Power Supply",115.99,Thermaltake,Toughpower GF1,750 W,80+ Gold,https://amazon.com/dp/B07SL9NFVS?tag=pcbuilder00-20
Thermaltake Smart BM2 750W 80+ Bronze Intel Skylake?�s C6/C7 States,116.34,Thermaltake,PS-SPD-0750MNFABU-1,750 W,80+ Bronze,https://amazon.com/dp/B08DHJJLB8?tag=pcbuilder00-20
"Super Flower Leadex III Gold 850W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",117.29,SUPER FLOWER,Leadex III,850 W,80+ Gold,https://amazon.com/dp/B07THY11J1?tag=pcbuilder00-20
Fractal Design Anode SFX Bronze 80+ Certified Quiet 450W Power Supply,117.49,Fractal Design,FD-P-AS2B-450-EU,450 W,80+ Bronze,https://amazon.com/dp/B0948YMX3W?tag=pcbuilder00-20
"Thermaltake Toughpower GF1, 80+ Gold Certified 850W SLI/Crossfire Ready Full Modular Power Supply",117.99,Thermaltake,Toughpower GF1,850 W,80+ Gold,https://amazon.com/dp/B07PZR9JLT?tag=pcbuilder00-20
"be quiet! System Power 9, 80+ Gold Certified 600W ATX Power Supply",118.22,be quiet!,System Power 9,600 W,80+ Gold,https://amazon.com/dp/B079K5YY31?tag=pcbuilder00-20
"Sharkoon SilentStorm ATX12V/EPS12V Power Supply - 500 W - 120 V AC, 230 V AC Input Voltage",118.31,Sharkoon,SilentStorm,500 W,80+ Gold,https://amazon.com/dp/B00W4IVXFW?tag=pcbuilder00-20
"NZXT C750, 80+ Gold Certified 750W - Hybrid Silent Fan Control - Fluid Dynamic Bearings Power Supply",118.55,NZXT,C750,750 W,80+ Gold,https://amazon.com/dp/B082DYTR5Z?tag=pcbuilder00-20
"Corsair CX Series, 80 Plus Bronze Certified 450W Modular Power Supply",119,Corsair,CXM (2015),450 W,80+ Bronze,https://amazon.com/dp/B01B72VXE6?tag=pcbuilder00-20
"Thermaltake Toughpower Grand RGB, 80+ Gold Certified 850W Smart Zero 256-Color RGB Fan Fully Modular Power Supply",119,Thermaltake,Toughpower Grand RGB,850 W,80+ Gold,https://amazon.com/dp/B01MQU6CWU?tag=pcbuilder00-20
"EVGA 850 Bq, 80+ Bronze Certified 850W Semi Modular Power Supply Includes Free Power On Self Tester",119,EVGA,BQ 850,850 W,80+ Bronze,https://amazon.com/dp/B01FYDUCA0?tag=pcbuilder00-20
Fuente Cooler Master MWE V2 750W 80+ Bronze Certified ATX Power Supply,119.78,Cooler,MWE Bronze V2,750 W,80+ Bronze,https://amazon.com/dp/B07RZM3P3S?tag=pcbuilder00-20
DeepCool DQ850-M-V2L 850W ATX12V / EPS12V 80 Plus Gold Certified Fully Modular Power Supply,119.87,DEEP COOL,DQ850-M-V2L,850 W,80+ Gold,https://amazon.com/dp/B089K8DDSS?tag=pcbuilder00-20
"be quiet! Straight Power 11 Platinum 550W, BN640, fully modular, power supply",119.9,be quiet!,BN640,550 W,80+ Platinum,https://amazon.com/dp/B085WVQD1Z?tag=pcbuilder00-20
"be quiet! Straight Power 11, 80 Plus Gold Certified 650W Fully Modular ATX Power Supply",119.9,be quiet!,Straight Power 11,650 W,80+ Gold,https://amazon.com/dp/B07CX2MR8H?tag=pcbuilder00-20
COUGAR GEX a 80Plus Gold Certified PSU (GEX650),119.9,COUGAR,GEX650,650 W,80+ Gold,https://amazon.com/dp/B08H8BGMQP?tag=pcbuilder00-20
GAMEMAX Rampage Series 850W PCIE 5.0 & ATX 3.0 80 Plus Gold Certified Fully Modular Power Supply,119.99,GAMEMAX,GX-850 PRO WT,850 W,80+ Gold,https://amazon.com/dp/B0BP2785GW?tag=pcbuilder00-20
"EVGA SuperNova 750 Ga, 80 Plus Gold Certified 750W Fully Modular PSU with ECO Mode and DBB Fan",119.99,EVGA,SuperNOVA GA,750 W,80+ Gold,https://amazon.com/dp/B07WW1XF51?tag=pcbuilder00-20
Thermaltake Toughpower GF A3 Snow Edition 850W 80+ Gold Full Modular SLI/Crossfire Ready ATX 3.0 Power Supply,119.99,Thermaltake,PS-TPD-0850FNFAGU-N,850 W,80+ Gold,https://amazon.com/dp/B0CKS5GYH2?tag=pcbuilder00-20
Thermaltake Toughpower GF1 ARGB 750W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply,119.99,Thermaltake,Toughpower GF1,750 W,80+ Gold,https://amazon.com/dp/B07W9KYS6Y?tag=pcbuilder00-20
"Cooler Master MWE Gold 850 V2 Full Modular, 850W, 80+ Gold Efficiency, 2 EPS Connectors",119.99,Cooler Master,MPE-8501-AFAAG-US,850 W,80+ Gold,https://amazon.com/dp/B08M9M6DB9?tag=pcbuilder00-20
"Corsair SF600 Series, 80+ Gold Certified 600W Fully Modular Power Supply",119.99,Corsair,SF,600 W,80+ Gold,https://amazon.com/dp/B01CGI5M24?tag=pcbuilder00-20
"Cooler Master V550 SFX Gold Full Modular, 550W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor, 10 Year Warranty",119.99,Cooler Master,MPY-5501-SFHAGV-US,550 W,80+ Gold,https://amazon.com/dp/B08LP6LPQN?tag=pcbuilder00-20
"Phanteks AMP 750W 80PLUS Gold, ATX Power Supply, Fully Modular, Hybrid Mode, Silent Fan, Revolt PRO Link Certified",119.99,Phanteks,AMP 750,750 W,80+ Gold,https://amazon.com/dp/B07W5RSX99?tag=pcbuilder00-20
"Super Flower Leadex III Gold ARGB Pro 750W 80+ Gold, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",119.99,SUPER FLOWER,Leadex III,750 W,80+ Gold,https://amazon.com/dp/B08BJZVDP8?tag=pcbuilder00-20
"SilverStone Tek Essential, 80 Plus Gold Certified 650W Power Supply with Flat Black Cables and Quiet Fan Curve",119.99,SilverStone Technology,Essential,650 W,80+ Gold,https://amazon.com/dp/B0762PGTCH?tag=pcbuilder00-20
"Super Flower Leadex III Bronze PRO 750W 80+ Bronze, ECO Fanless & Silent Mode, Full Modular Power Supply, Fluid Dynamic Bearing Fan",119.99,Super Flower,Leadex III Super Pro,750 W,80+ Bronze,https://amazon.com/dp/B08H1BXB4T?tag=pcbuilder00-20
"Be Quiet Netzteil, 80+ Bronze Certified 500W ATX Power Supply",120,be quiet!,Netzteil,500 W,80+ Bronze,https://amazon.com/dp/B079KBPXZJ?tag=pcbuilder00-20
XilencePower Netzteil ATX 750 Performance X Serie PLUG (80+ Gold),120.15,Xilence,Netzteil XN073,750 W,80+ Gold,https://amazon.com/dp/B074V1M2R6?tag=pcbuilder00-20
"EVGA SuperNOVA 650 GM, 80+ Plus Gold Certified 650W Fully Modular SFX Power Supply with ECO Mode and DBB Fan",120.97,EVGA,SuperNOVA GM,650 W,80+ Gold,https://amazon.com/dp/B07JG5M5TW?tag=pcbuilder00-20
"Seasonic Focus GM-550, 550W 80+ Gold, Semi-Modular, Fits All ATX Systems, Fan Control in Silent and Cooling Mode",121.7,Seasonic,G12-GM-550,550 W,80+ Gold,https://amazon.com/dp/B084TSDNKT?tag=pcbuilder00-20
In Win IW-PS-P650W Power Supply,121.72,IN WIN,IW-PS-P650W,650 W,80+ Gold,https://amazon.com/dp/B08LL6D766?tag=pcbuilder00-20
Fractal Design Anode Bronze 550 W,122.21,Fractal Design,FD-P-AA1B-550-EU,550 W,80+ Bronze,https://amazon.com/dp/B09NMBV2FV?tag=pcbuilder00-20
SilverStone Technology 700W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan and Japanese Capacitors.,122.29,SilverStone Technology,SST-SX700-G,700 W,80+ Gold,https://amazon.com/dp/B07M6F81J7?tag=pcbuilder00-20
Thermaltake Toughpower PF1 750W 80+ Platinum Single Side SMD Compact Design Ultra Quiet 120mm Hydraulic Bearing Smart Zero Fan,122.31,Thermaltake,Toughpower PF1,750 W,80+ Platinum,https://amazon.com/dp/B08BQV9CMM?tag=pcbuilder00-20
"EVGA Supernova 550 Ga, 80 Plus Gold Certified 550W Fully Modular Power Supply with ECO Mode and Dbb Fan",122.96,EVGA,SuperNOVA GA,550 W,80+ Gold,https://amazon.com/dp/B07WNXY6T5?tag=pcbuilder00-20
"ThermalTake (530W) 80+ Bronze retail, W0392RE",123,Thermaltake,W0392RE,530 W,80+,https://amazon.com/dp/B004YIU1C6?tag=pcbuilder00-20
XPG CORE Reactor 850Watt 80 Plus Gold Certified Fully Modular Power Supply,123,XPG,CREACTOR 850G,850 W,80+ Gold,https://amazon.com/dp/B07Z8J5JJ5?tag=pcbuilder00-20
"EVGA Supernova 650 Ga, 80 Plus Gold Certified 650W Fully Modular Power Supply with ECO Mode and DBB Fan",124,EVGA,SuperNOVA GA,650 W,80+ Gold,https://amazon.com/dp/B07WW1XK45?tag=pcbuilder00-20
"Cooler Master MWE 550 V2, 80+ Bronze Certified 550W ATX Power Supply",124,Cooler Master,MWE Bronze V2,550 W,80+ Bronze,https://amazon.com/dp/B07S2SQCVY?tag=pcbuilder00-20
ATX Gamdias Kratos E1-600 RGB Power Supply - 600W (Black),124,GAMDIAS,KRATOS E1-600,600 W,80+,https://amazon.com/dp/B08DP6B8GQ?tag=pcbuilder00-20
"EVGA 500 BT, 80+ Bronze, 500W, Power Supply",124.15,EVGA,100-BT-0500-K1,500 W,80+ Bronze,https://amazon.com/dp/B07QWNQQKQ?tag=pcbuilder00-20
"Corsair RMX Series (2021), RM650x, 650 Watt, Gold, Fully Modular Power Supply",124.99,Corsair,CP-9020198-NA,650 W,80+ Gold,https://amazon.com/dp/B08R5Q1W7R?tag=pcbuilder00-20
"ASUS ROG STRIX 850W Gold PSU, Power Supply (ROG heatsinks, Axial-tech fan design, dual ball fan bearings, 0dB technology, 80 PLUS Gold Certification, fully modular cables, 10-year warranty)",124.99,ASUS,ROG-STRIX-850G,850 W,80+ Gold,https://amazon.com/dp/B08BPLJQMP?tag=pcbuilder00-20
Thermaltake Toughpower GF2 ARGB 750W 80+ Gold 16.8 Million Colors 18 Addressable LEDs 5V Motherboard Sync/Analog Controlled SLI Full Modular Power Supply PS-TPD-0750F3FAGU-2,124.99,Thermaltake,PS-TPD-0750F3FAGU-2,750 W,80+ Gold,https://amazon.com/dp/B08PCBKGW4?tag=pcbuilder00-20
Montech Titan Gold 850W High-End ATX Gaming Power Supply,124.99,Montech,TIS0124,850 W,80+ Gold,https://amazon.com/dp/B0BPXRBJR6?tag=pcbuilder00-20
FSP Dagger Pro 650W Mini ITX Solution/SFX 12V / Micro ATX 80 Plus Gold Certified Full Modular VR / 4K Ready Gaming Power Supply,124.99,FSP,Dagger Pro 650,650 W,80+ Gold,https://amazon.com/dp/B07SYSLZDR?tag=pcbuilder00-20
"Pure Power 12 M 850W, ATX 3.0, 80 Plus® Gold, Modular Power Supply, for PCIe 5.0 GPUs and GPUs with 6+2 pin connectors, 12VHPWR Cable Included, Silent 120mm be quiet! Fan - -BN505",124.99,be quiet!,BN505,850 W,80+ Gold,https://amazon.com/dp/B0BVY62M5F?tag=pcbuilder00-20
SilverStone Technology Platinum Certified Single +12V Rail ATX Power Supply,125,SilverStone Technology,PS-ST65F-PT,650 W,80+ Platinum,https://amazon.com/dp/B017WL5UFO?tag=pcbuilder00-20
Xilence XP550R9 Power Supply,125,Xilence,XN071,550 W,80+ Gold,https://amazon.com/dp/B074ZLHN2H?tag=pcbuilder00-20
"NZXT C850, 80+ Gold Certified 850W Modular Power Supply with Hybrid Silent Fan Control and Fluid Dynamic Bearings",125.86,NZXT,C850,850 W,80+ Gold,https://amazon.com/dp/B082DYDHSZ?tag=pcbuilder00-20
"Cooler Master V650 SFX Gold Full Modular, 650W, 80+ Gold Efficiency, ATX Bracket Included, Quiet FDB Fan, SFX Form Factor",125.99,Cooler Master,V650,650 W,80+ Gold,https://amazon.com/dp/B00FBBQERG?tag=pcbuilder00-20
ThermalTake Netzteil Smart RGB 500W,126,Thermaltake,Netzteil Smart RGB,500 W,80+,https://amazon.com/dp/B0744PFBFZ?tag=pcbuilder00-20
SilverStone Technology SST-SX650-G 650W SFX Fully Modular 80 Plus Gold PSU with Improved 92mm Fan and Japanese Capacitors,126,SilverStone Technology,SST-SX650-G,650 W,80+ Gold,https://amazon.com/dp/B075M5T9Q8?tag=pcbuilder00-20
"SilverStone Technology DA750 Gold, Decathlon 80 Plus Gold 750W Fully Modular ATX Power Supply",126,SilverStone Technology,SST-DA750-G,750 W,80+ Gold,https://amazon.com/dp/B091SJBDYC?tag=pcbuilder00-20
"GAMDIAS Kratos P1-750W, 80+ Gold Certified 750W RGB Motherboard Sync Certified Semi-modular ATX Power Supply",126.13,GAMDIAS,KRATOS P1,750 W,80+ Gold,https://amazon.com/dp/B07WJL7HQD?tag=pcbuilder00-20
"Be Quiet! 450W Straight Power 11 PSU, Modular, Fluid Dynamic Fan, SLI/XFire, 80+ Gold",126.36,be quiet!,BN280,450 W,80+ Gold,https://amazon.com/dp/B078X22YBS?tag=pcbuilder00-20
be quiet! System Power 10 450W ATX24 BN326,126.45,be quiet!,BN326,450 W,80+ Bronze,https://amazon.com/dp/B0BJVKGCDP?tag=pcbuilder00-20
"Seasonic Focus GX-550, 80+ Gold Certified 550W Full-Modular Power Supply with Fan Control in Fanless, Silent, and Cooling Mode",127.4,Seasonic,FOCUS,550 W,80+ Gold,https://amazon.com/dp/B07WQYM74W?tag=pcbuilder00-20
"Cooler Master V650 Gold White Edition V2 Full Modular,650W, 80+ Gold Efficiency, Semi-fanless Operation, 16AWG PCIe high-Efficiency Cables",127.9,Cooler Master,V650,650 W,80+ Gold,https://amazon.com/dp/B08FKRZ2SK?tag=pcbuilder00-20
"EVGA 750 GQ, 80+ Gold Certified 750W Semi Modular Power Supply with EVGA ECO Mode",127.99,EVGA,GQ,750 W,80+ Gold,https://amazon.com/dp/B017HA3RGE?tag=pcbuilder00-20
LIAN LI SP 750 Performance SFX Form Factor Power Supply,128,Lian Li,SP750,750 W,80+ Gold,https://amazon.com/dp/B09HJND3Q4?tag=pcbuilder00-20
Seasonic Power Supply SS-600ET 600W ATX12V (v2.2) 12cm 80PLUS BRONZE,128.04,Seasonic,SS-600ET,600 W,80+ Bronze,https://amazon.com/dp/B0065SHN8S?tag=pcbuilder00-20
Xilence XN074 Performance X 850W ATX 2.4 Modular Cases & Hardware PSUs,128.43,Xilence,XN074,850 W,80+ Gold,https://amazon.com/dp/B074V1R9HB?tag=pcbuilder00-20
"EVGA SuperNOVA 550 G3, 80 Plus Gold 550W Fully Modular Power Supply with Eco Mode and New HDB Fan",128.99,EVGA,SuperNOVA G3,550 W,80+ Gold,https://amazon.com/dp/B01LWTS2UL?tag=pcbuilder00-20
"EVGA Super Nova 750 G5, 80+ Plus Gold Certified 750W Fully Modular ATX Power Supply",129,EVGA,Super Nova 750 G5,750 W,80+ Gold,https://amazon.com/dp/B07WGQT8CC?tag=pcbuilder00-20
"Thermaltake Toughpower GF3 750W 80+ Gold Full Modular SLI/Crossfire Ready ATX 3.0 Standard Power Supply, PCIe Gen.5 12VHPWR Connector Included, PS-TPD-0750FNFAGU-4, 10 Year Warranty",129.32,Thermaltake,PS-TPD-0750FNFAGU-4,750 W,80+ Gold,https://amazon.com/dp/B0BF4MCGBS?tag=pcbuilder00-20
Athena Power AP-MFATX40P8 Flex ATX 400W Power Supply,129.68,Athena,4328505557,400 W,80+ Bronze,https://amazon.com/dp/B0137D0TNO?tag=pcbuilder00-20
"be quiet! Pure Power 11 FM 850W, 80 Plus Gold Efficiency, Power Supply, ATX - BN675",129.9,be quiet!,BN675,850 W,80+ Gold,https://amazon.com/dp/B09V43FNX6?tag=pcbuilder00-20
CORSAIR RM750x Shift Fully Modular ATX Power Supply,129.99,Corsair,CP-9020251-NA,750 W,80+ Gold,https://amazon.com/dp/B0C61XRJBG?tag=pcbuilder00-20
"Gigabyte GP-P850GM (80 Plus Gold 850W, Modular, Smart Fan, Smart Power Protection, Power Supply)",129.99,Gigabyte,GP-P850GM,850 W,80+ Gold,https://amazon.com/dp/B08JGPBML2?tag=pcbuilder00-20
Corsair RM850e (2023) Fully Modular Low-Noise ATX Power Supply - ATX 3.0 & PCIe 5.0 Compliant,129.99,Corsair,CP-9020263-NA,850 W,80+ Gold,https://amazon.com/dp/B0BYQPH5J3?tag=pcbuilder00-20
"Thermaltake Toughpower GF A3 850W, True 450W 12VHPWR Connectors on PSU & NVIDIA RTX 40 Series",129.99,Thermaltake,PS-TPD-0850FNFAGU-L,850 W,80+ Gold,https://amazon.com/dp/B0C1JKHPNH?tag=pcbuilder00-20
"EVGA 850 B5, 80 Plus Bronze 850W Fully Modular Power Supply with EVGA ECO Mode",129.99,EVGA,B5 850,850 W,80+ Bronze,https://amazon.com/dp/B084R8FT1X?tag=pcbuilder00-20
"be quiet! BN619 Straight Power 11, 80+ Gold Certified 750W Fully Modular Power Supply",129.99,be quiet!,Straight Power 11,750 W,80+ Gold,https://amazon.com/dp/B07CXGWTG3?tag=pcbuilder00-20
"ENERMAX Revolution D.F. X 850W ARGB, 80 Plus Gold Full Modular Power Supply",129.99,Enermax,ERT850EWT,850 W,80+ Gold,https://amazon.com/dp/B0C9L8YDN1?tag=pcbuilder00-20
FSP Hydro G PRO 850W 80 Plus Gold Full Modular ATX 12V V2.52 Active PFC Power Supply with 10-Year Warranty (HG2-850),129.99,FSP,PS-FS-HYDR850W,850 W,80+ Gold,https://amazon.com/dp/B07VPCC1J3?tag=pcbuilder00-20
"Fractal Design Ion Gold 650W - Gold, ATX",129.99,Fractal Design,FD-P-IA2G-650,650 W,80+ Gold,https://amazon.com/dp/B08X1LS7WG?tag=pcbuilder00-20
